"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
38621281,840910,1,"f","Camper/RV","t","Shaughnessy","f","flexible",2,1,0,1,149
38189054,276911566,1,"f","Guest suite","f","Riley Park","t","strict_14_with_grace_period",2,1,1,1,100
39844549,306637984,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,3,3,460
27054153,190713581,1,"f","Condominium","f","Downtown","f","strict_14_with_grace_period",5,1,1,3,143
35582089,36835547,1,"f","Guesthouse","f","Renfrew-Collingwood","t","moderate",4,1.5,2,3,133
29742641,77910718,1,"t","Condominium","t","Downtown","t","flexible",3,1,1,1,190
20270616,139762948,1,"t","House","f","Sunset","t","moderate",2,1,1,1,59
14074932,69754890,0.9,"f","Apartment","t","Marpole","f","strict_14_with_grace_period",4,1,1,2,81
13396760,65268234,1,"f","House","t","Riley Park","f","flexible",6,1.5,3,4,129
417047,2074212,1,"t","House","t","Downtown Eastside","t","strict_14_with_grace_period",6,1,2,3,110
27739829,179072833,1,"t","Guest suite","f","Riley Park","f","flexible",4,1,1,3,83
38293768,47214739,1,"f","Townhouse","f","Kitsilano","t","flexible",2,1,1,0,90
22324957,26230655,1,"t","House","t","Downtown Eastside","f","moderate",2,1,1,2,44
34334347,17732333,NA,"f","House","f","Kensington-Cedar Cottage","t","flexible",6,2,3,3,190
36112328,271096826,1,"f","House","f","Killarney","t","flexible",1,1,1,1,59
10553039,9895652,1,"t","Condominium","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,320
37595494,276705143,1,"f","Condominium","f","Downtown","t","moderate",3,1.5,2,2,260
7748307,406594,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",4,1,0,1,125
35162464,264814066,1,"f","House","f","Mount Pleasant","t","moderate",6,1,3,3,268
13360139,50528923,1,"t","Apartment","t","West End","f","moderate",2,1,1,1,96
29826279,224353564,1,"t","Guest suite","f","Marpole","t","moderate",4,1,2,2,90
15037603,3045173,1,"t","Guest suite","t","Grandview-Woodland","f","moderate",2,1,1,1,79
38329345,280933536,NA,"f","Apartment","f","Marpole","f","flexible",1,1,1,1,50
6730306,9450833,1,"t","Apartment","t","Grandview-Woodland","t","strict_14_with_grace_period",2,1,1,1,143
32701504,245847291,1,"t","Apartment","f","Marpole","f","strict_14_with_grace_period",4,2,2,2,140
11492321,16874462,1,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",6,3,3,5,320
29058383,211674968,1,"f","Guesthouse","f","Riley Park","t","moderate",3,1,1,2,151
38412201,3092935,1,"t","Apartment","t","West End","f","strict_14_with_grace_period",4,2,2,2,99
15735770,101676867,1,"t","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",14,3,5,9,300
21228965,153397010,1,"f","House","f","Marpole","f","moderate",2,1,1,1,59
39921599,121348408,NA,"f","Apartment","f","Kitsilano","t","flexible",2,0,1,2,129
28431268,600607,1,"f","Apartment","t","Mount Pleasant","f","strict_14_with_grace_period",4,2,2,3,99
29876311,30899,0.81,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",3,1,1,1,96
24961531,106622944,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,125
34686952,32443862,0.67,"t","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",4,1,1,2,110
23172276,167119681,0.9,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",4,2,2,2,199
37521512,276705143,1,"f","Villa","f","Marpole","t","flexible",2,1.5,1,1,81
24574485,722869,NA,"t","Apartment","f","Downtown","f","flexible",3,2,1,1,125
12548477,68010340,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1,1,0,59
37784906,19201130,0.8,"f","Condominium","f","Downtown Eastside","f","flexible",2,1,1,1,110
37452087,282444673,1,"t","Apartment","f","Downtown","t","moderate",2,1,1,1,92
24832706,177048474,1,"f","House","f","Shaughnessy","t","strict_14_with_grace_period",6,2,2,4,325
31716181,16977892,NA,"f","House","t","West Point Grey","f","strict_14_with_grace_period",5,2,4,4,500
27233270,205102015,1,"t","Apartment","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",1,1,1,1,77
21595436,150034915,1,"t","House","f","Shaughnessy","t","moderate",3,1,1,2,88
7791163,1149778,1,"f","Guest suite","t","Kensington-Cedar Cottage","f","moderate",2,1,1,2,100
19858020,18874345,1,"f","Bungalow","t","Hastings-Sunrise","f","moderate",6,1,2,2,110
29149436,127453218,1,"f","House","f","Hastings-Sunrise","t","strict_14_with_grace_period",2,1,1,2,67
5562730,23069890,1,"f","Bungalow","t","Oakridge","f","strict_14_with_grace_period",2,1,1,1,75
39465674,167395630,1,"f","House","f","Riley Park","t","moderate",2,1.5,1,1,106
34091763,257431562,1,"f","House","f","Killarney","t","strict_14_with_grace_period",1,1,1,1,50
15972250,44266561,0.9,"t","Apartment","t","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,2,79
35495026,267042891,NA,"f","House","f","Grandview-Woodland","f","flexible",5,2,3,3,349
4692393,22208656,1,"f","Apartment","t","Riley Park","f","moderate",4,1,1,1,110
35431959,30510794,1,"t","Condominium","f","Marpole","f","moderate",4,2,2,2,198
37326164,95369464,1,"f","Boat","f","West End","f","flexible",4,0.5,1,3,129
17703644,3627533,1,"f","Condominium","f","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,3,170
19550189,40743512,1,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",1,1,1,1,29
36231643,4150702,1,"t","Guest suite","t","Shaughnessy","f","strict_14_with_grace_period",6,1,2,2,250
1378220,7465731,1,"f","House","t","West Point Grey","f","strict_14_with_grace_period",3,1,1,3,110
22938035,167158373,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,3,4,899
37389439,281763833,1,"f","Condominium","f","West End","t","strict_14_with_grace_period",6,2.5,3,3,586
23487490,144860062,1,"f","Guest suite","f","Mount Pleasant","t","moderate",5,1,2,2,86
39153533,300339531,1,"f","Condominium","f","West End","t","flexible",6,2,2,3,199
38779349,296363088,1,"f","House","f","Dunbar Southlands","t","flexible",2,1,1,1,81
26280892,125043980,1,"f","House","f","Mount Pleasant","t","moderate",4,1,2,2,125
33207686,211140738,0.91,"f","House","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",2,1,1,1,59
10964894,56878312,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,0,110
34842476,103637738,NA,"f","Guest suite","f","Dunbar Southlands","t","strict_14_with_grace_period",4,1,1,2,197
24293792,183269408,1,"t","Guest suite","f","Riley Park","t","strict_14_with_grace_period",6,2,3,3,170
27576210,3111913,0.97,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",2,2,1,1,151
19946831,141368965,1,"t","Guest suite","f","Kerrisdale","f","moderate",4,1,1,2,120
22735183,68010340,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1,1,0,40
37392243,281813539,1,"f","House","f","Oakridge","f","flexible",2,1,1,1,85
28105954,39942659,1,"f","Apartment","t","Downtown","f","moderate",2,1,1,1,151
32086999,240651814,1,"t","Guest suite","f","Hastings-Sunrise","t","strict_14_with_grace_period",3,1,1,1,50
36348681,2153537,NA,"f","Cottage","f","Riley Park","f","flexible",3,1.5,1,1,110
1962072,3580181,NA,"f","Townhouse","t","Mount Pleasant","f","moderate",4,2.5,2,2,199
30464949,23722695,1,"f","Townhouse","t","Kitsilano","t","flexible",4,2,2,2,199
8784213,35326156,1,"f","Guest suite","t","Kensington-Cedar Cottage","f","moderate",3,1,1,2,110
14237741,3144187,1,"t","Guest suite","t","Grandview-Woodland","f","moderate",2,1,1,1,95
23527106,6005855,1,"t","Apartment","t","Downtown","f","moderate",6,2,2,3,151
21234142,143937430,1,"f","Apartment","f","Fairview","t","strict_14_with_grace_period",5,1,2,4,129
37898515,224844327,1,"f","House","f","Oakridge","t","moderate",4,1,0,2,59
35064937,662852,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,50
31898791,12177673,NA,"f","House","f","Riley Park","t","strict_14_with_grace_period",9,3.5,5,6,500
20234976,135746482,0.33,"f","Apartment","f","West End","f","strict_14_with_grace_period",1,2,2,1,198
37624706,50415828,0.9,"t","Condominium","t","Downtown","f","flexible",1,1,1,1,70
24826232,12300194,1,"t","House","f","Shaughnessy","f","strict_14_with_grace_period",4,1,1,2,195
39757556,261020035,1,"f","Guest suite","f","Mount Pleasant","t","strict_14_with_grace_period",2,1,1,1,59
38147092,216120931,1,"f","House","f","Sunset","t","strict_14_with_grace_period",10,3.5,5,5,259
1109821,600607,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,88
27740401,38286490,1,"t","Guest suite","f","Kensington-Cedar Cottage","t","moderate",6,1,2,3,125
24652537,161004186,1,"f","Guesthouse","f","Marpole","f","strict_14_with_grace_period",4,1,2,2,280
34094595,257460213,1,"t","Guest suite","f","Riley Park","f","strict_14_with_grace_period",5,2,2,3,125
39590290,1129727,0.96,"f","Condominium","f","South Cambie","f","strict_14_with_grace_period",1,1,1,2,25
18526737,122110847,1,"t","Guest suite","t","West Point Grey","f","moderate",4,1,2,3,184
35922487,40505280,1,"t","House","f","Sunset","t","strict_14_with_grace_period",5,1,2,4,115
7788230,40984901,1,"t","House","f","Marpole","t","strict_14_with_grace_period",1,1,1,1,40
21770379,83593985,1,"f","Apartment","f","Victoria-Fraserview","t","strict_14_with_grace_period",4,1,2,4,140
34085117,2049529,0.5,"f","House","f","Sunset","f","strict_14_with_grace_period",4,1,1,1,151
3331694,1777294,1,"t","Condominium","t","West End","t","moderate",2,1,1,1,176
36890525,277179991,1,"t","House","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",14,3,5,7,379
26397947,198507647,1,"f","House","f","West Point Grey","t","strict_14_with_grace_period",5,1,2,3,199
7717809,40535837,1,"f","House","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",5,2.5,3,3,121
16752966,25308045,NA,"f","House","t","Kitsilano","f","moderate",7,2,4,6,151
32446307,64532083,1,"f","Apartment","t","West End","t","strict_14_with_grace_period",2,1,1,1,154
39917536,276943447,1,"t","House","f","Riley Park","f","flexible",1,2.5,1,1,29
29880931,224706254,0.9,"f","House","t","Victoria-Fraserview","f","moderate",6,2,4,4,450
31940262,239048811,1,"t","House","t","Riley Park","f","moderate",2,1,1,1,59
37156787,170911438,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",3,1,1,1,399
14560581,16274005,1,"t","House","t","Kitsilano","t","moderate",3,1,1,2,120
37222442,253990493,1,"f","House","f","West Point Grey","f","strict_14_with_grace_period",2,1,1,1,100
27235031,74806205,1,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",6,2,2,2,390
38104864,289265794,0.9,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",5,2,2,2,230
24658559,114371452,1,"t","House","t","Mount Pleasant","t","strict_14_with_grace_period",8,2,4,5,445
39064873,299415932,1,"f","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",2,1,1,1,199
22700703,79337,NA,"f","House","t","Riley Park","f","strict_14_with_grace_period",2,1,2,2,85
38361412,45483602,1,"f","Guest suite","t","Kensington-Cedar Cottage","t","flexible",4,1,1,1,88
34092650,257441655,1,"t","House","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",6,1,3,3,151
38196003,83631854,1,"f","House","f","Kensington-Cedar Cottage","t","flexible",2,1,1,2,90
15649496,34089007,1,"t","Condominium","t","Downtown","f","strict_14_with_grace_period",3,1,1,1,154
18668077,129742237,1,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,0,0,139
28674567,206058087,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",5,2,2,3,198
39565581,304007112,0.5,"f","Apartment","f","West End","f","flexible",2,1,1,2,85
31646868,12476702,1,"f","Apartment","t","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,131
22251747,162598805,1,"t","Apartment","f","Downtown","f","moderate",4,2,2,2,151
34040511,138251489,0.96,"t","Loft","f","Downtown","t","moderate",4,1,1,1,165
31002306,11379862,1,"f","Guest suite","f","Hastings-Sunrise","f","strict_14_with_grace_period",4,1,2,2,100
36670366,275619946,1,"t","House","f","Arbutus Ridge","t","flexible",2,1,1,1,120
31716749,237909611,NA,"f","House","f","Riley Park","f","flexible",4,1,2,2,120
39042818,52673082,1,"f","Guesthouse","t","Renfrew-Collingwood","f","flexible",6,2.5,3,3,300
33079188,6011364,NA,"f","Condominium","f","Kensington-Cedar Cottage","f","flexible",4,1,2,5,99
11123681,6203239,NA,"f","House","t","Dunbar Southlands","f","flexible",6,2,3,4,300
38386805,292390681,1,"f","House","f","Sunset","f","strict_14_with_grace_period",4,2,1,2,149
36008070,66465497,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",3,1,1,3,129
7880935,39021349,1,"f","House","f","Riley Park","f","moderate",2,1,1,1,75
28158587,212674897,1,"f","House","t","Oakridge","f","strict_14_with_grace_period",4,2,1,2,128
36182498,238308886,1,"f","Serviced apartment","f","West End","t","flexible",2,1,0,1,165
22167160,161917929,0.8,"f","House","f","Renfrew-Collingwood","f","flexible",2,1,1,3,50
18672694,1125653,1,"f","House","t","Dunbar Southlands","t","strict_14_with_grace_period",1,1.5,1,1,59
27225688,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",3,1,1,2,90
29736759,11804133,1,"f","Condominium","f","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,176
20634127,11886329,NA,"f","Condominium","f","West End","f","strict_14_with_grace_period",2,1,1,1,118
2346069,812661,NA,"f","Loft","t","Downtown","f","strict_14_with_grace_period",4,2,1,2,135
37085555,278944826,1,"f","Cottage","f","Grandview-Woodland","t","strict_14_with_grace_period",2,1,1,1,81
35748479,253990493,1,"f","Guesthouse","f","West Point Grey","f","strict_14_with_grace_period",1,1,1,1,50
23127641,60005882,1,"t","Condominium","t","Downtown","t","strict_14_with_grace_period",4,1,1,2,279
19791653,139762948,1,"t","House","f","Sunset","t","strict_14_with_grace_period",2,1,1,1,125
1223989,6677154,NA,"f","Condominium","t","West End","f","strict_14_with_grace_period",2,1,0,1,120
8371276,44119876,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",4,1,2,2,325
12455740,67281223,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",3,1,1,1,149
22925127,156345633,1,"t","Townhouse","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,151
30270502,227346261,0.67,"f","House","f","Kensington-Cedar Cottage","f","flexible",4,1,2,2,55
1113551,5231060,1,"f","House","t","Kitsilano","t","strict_14_with_grace_period",6,2,3,5,479
36813309,276705143,1,"f","Villa","f","South Cambie","t","strict_14_with_grace_period",4,1.5,1,2,81
33885009,255896919,1,"f","Guest suite","f","Renfrew-Collingwood","t","strict_14_with_grace_period",5,1,2,3,83
32662827,245587848,1,"t","Guest suite","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,99
25584538,2713495,1,"f","House","f","Riley Park","f","strict_14_with_grace_period",4,1,2,3,189
13383325,29939254,1,"f","House","f","Sunset","t","strict_14_with_grace_period",3,1,2,2,75
14730220,38459934,0.92,"f","Serviced apartment","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,145
6823620,677232,NA,"f","House","f","South Cambie","f","strict_14_with_grace_period",4,1,2,2,250
26949228,38361383,NA,"f","House","f","Kensington-Cedar Cottage","f","moderate",7,2,4,5,294
1380472,6848356,1,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,224
13659871,46229706,NA,"f","House","t","Kitsilano","f","strict_14_with_grace_period",2,2,1,1,650
2315217,1200456,1,"t","House","f","Killarney","f","flexible",4,1,1,3,302
22036501,42804845,1,"t","House","t","Riley Park","t","moderate",5,1,2,3,139
21613146,47850142,0,"f","House","t","Kensington-Cedar Cottage","f","flexible",6,2.5,3,4,239
14222707,85899719,NA,"f","House","t","Sunset","f","flexible",3,1,1,1,224
4278512,10099315,1,"t","Apartment","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,250
248973,1304461,1,"f","Loft","t","Hastings-Sunrise","f","moderate",4,1,1,1,140
34534702,41746903,1,"f","Condominium","f","West End","f","strict_14_with_grace_period",2,1,1,1,95
27834315,36214951,1,"f","Apartment","f","Hastings-Sunrise","t","strict_14_with_grace_period",1,1,1,4,15
36836705,247844801,1,"f","House","f","Sunset","t","flexible",8,1,2,4,158
7159007,20653348,1,"f","Apartment","t","Fairview","f","strict_14_with_grace_period",2,1,1,1,151
39024360,11067913,1,"t","House","f","Grandview-Woodland","f","flexible",1,2,1,1,30
30542291,229171898,1,"t","House","f","Riley Park","f","strict_14_with_grace_period",8,2,3,4,162
13205734,1628349,1,"t","House","t","Renfrew-Collingwood","f","moderate",4,1,1,2,63
39543584,271947258,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",7,2,2,4,338
39705374,64755102,0.8,"f","House","t","Oakridge","t","flexible",2,1,1,1,55
13125780,56061445,NA,"f","House","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",5,1.5,3,4,170
28842446,217494318,0.9,"f","Apartment","f","Kensington-Cedar Cottage","t","flexible",5,1,2,2,129
39037119,299175044,1,"f","House","f","Shaughnessy","t","strict_14_with_grace_period",7,2.5,4,4,129
38871382,126456251,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",1,1,1,1,36
39227907,23438750,1,"t","House","t","Kitsilano","f","flexible",4,1,1,2,99
18932563,26600031,1,"t","House","t","Marpole","f","strict_14_with_grace_period",4,1,1,1,50
24448377,184642583,NA,"f","House","f","Dunbar Southlands","f","flexible",4,2.5,2,2,386
17624444,48901553,1,"t","Apartment","t","Grandview-Woodland","f","strict_14_with_grace_period",2,1,1,1,85
33159190,198002905,1,"f","Guest suite","t","Killarney","t","moderate",3,1,1,2,88
33857514,26001012,0.8,"t","Guest suite","t","South Cambie","f","flexible",3,1,1,2,120
3562486,600607,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,115
29520915,133211811,1,"t","Condominium","f","Downtown","t","moderate",4,1,1,1,151
27201911,17845195,NA,"t","Apartment","f","West End","t","flexible",2,1,1,1,263
2997664,600607,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",2,1,1,1,88
36352637,273374601,NA,"f","Townhouse","f","Oakridge","t","moderate",2,1.5,1,1,81
39111288,119771977,1,"f","Condominium","f","Marpole","t","flexible",6,2.5,3,3,235
32061626,19595894,0.75,"f","House","f","Kitsilano","t","moderate",2,1,1,1,50
24676770,186501943,1,"f","Apartment","f","West End","f","moderate",3,1,1,1,88
